flat_type,price,flat_price,address,location,location1,buildup_area,buildupArea_sqft,avg_price_sqft,avg_price_thousands,age_of_property,new_age,which_floor,furnishing,project_name,brokrage,carpet_area,bedrooms,bathrooms,balcony,parking,about_property
3 BHK Flat,4.25 Cr,4.25,"Sealine Apartment, Pali Hill, Bandra West, Mumbai",Bandra West,Bandra West,1600 sq.ft,1600,₹26.56 K/sq.ft,26560.0,40 Year Old,40,Middleof 7 floors,,Sealine Apartment,4.3 Lacs(Negotiable)Access Zero Brokerage Properties,3,3,2,Just now,2 Covered and 2 Open Parking,"Looking for a good 3 BHK Flat in Bandra West, Mumbai? This property is in one of Mumbai's most popular locations. The property is on floor 4. Total number of floors is 7. This modern unit has a built-up area of 1600 square_feet. There are 3 bedrooms Read More"
3 BHK Flat,4.0 Cr,4.0,"Seema khar, Khar West, Mumbai",Khar West,Khar West,2300 sq.ft,2300,₹17.39 K/sq.ft,17390.0,4 Year Old,4,Lowerof 18 floors,,4.0 Lacs(Negotiable)Access Zero Brokerage Properties,4.0 Cr,4,3,Just now,,2 Covered and 2 Open Parking,"Property for sale in Khar West, Mumbai. This 3 BHK Flat is located in Mumbai's most promising location. It is on floor 5. The total number of floors in this building is 18. The built-up area is 2300 square_feet. The property has 3 bedrooms and 4 bathRead More"
3 BHK Flat,2.1 Cr,2.1,"Gurukrupa Marina Enclave, Kharodi Village, Malad West, Mumbai",Malad West,Malad West,988 sq.ft,988,₹21.25 K/sq.ft,21250.0,1 Years Old,1,Lowerof 23 floors,Unfurnished,Gurukrupa Marina Enclave,No ChargeAccess Zero Brokerage Properties,838 sq.ft,3,3,3,1 Covered and 1 Open Parking,"Gurukrupa Group has focused on creating living spaces with the proper mix of contemporary spaces, innovative designs, and green surroundings.

As you enter exquisite and spotless apartments at Marina Enclave, let your feet be caressed by the finest fRead More"
3 BHK Flat,7.5 Cr,7.5,"Bandra West, Mumbai",Bandra West,Bandra West,2000 sq.ft,2000,₹37.50 K/sq.ft,37500.0,14 Year Old,14,Higherof 9 floors,Semi Furnished,Park View,7.5 Lacs(Negotiable)Access Zero Brokerage Properties,3,3,2,Just now,2 Covered and 2 Open Parking,"3 BHK Flat for sale in Bandra West, Mumbai - contact now, for details about the most coveted property. This 3 BHK unit is available in Bandra West and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Bandra Read More"
3 BHK Flat,3.5 Cr,3.5,"Kolte Patil Verve, Goregaon West, Mumbai",Goregaon West,Goregaon West,1300 sq.ft,1300,₹26.92 K/sq.ft,26920.0,1 Years Old,1,Lowerof 31 floors,Unfurnished,Kolte Patil Verve,3.5 LacsAccess Zero Brokerage Properties,1033 sq.ft,3,3,No Balcony,2 Covered Parking,"3 BHK Apartment is available for sale at Kolte Patil Verve in Goregaon West. More About This Property Looking for a 3 BHK Flat for sale in Mumbai? Your search ends here. Buy this 3 BHK property in Mumbai's finest location, Goregaon West. It is on floRead More"
3 BHK Flat,2.11 Cr,2.11,"60 Feet Road, Shanti Nagar, Bhayandar West, Mumbai",Bhayandar West,Bhayandar West,1150 sq.ft,1150,₹18.35 K/sq.ft,18350.0,20 Year Old,20,Higherof 7 floors,Fully Furnished,,2.1 LacsAccess Zero Brokerage Properties,2.11 Cr,3,3,No Balcony,1 Open Parking,"It 3.5 BHK fully furnished Duplex flat located in delightful location in Bhayandar west. It has 1100 Sq. Ft . Built-up area and 10-12 minutes’ walk-able from Bhayandar west railway Station. Medical, Hospital, School, Market, Bank, ATM & all routine nRead More"
3 BHK Flat,2.1 Cr,2.1,"Hubtown Harmony, Brahmnwada, Matunga East, Mumbai",Matunga East,Matunga East,600 sq.ft,600,₹35 K/sq.ft,35000.0,1 Years Old,1,Higherof 12 floors,Unfurnished,Hubtown Harmony,2.1 LacsAccess Zero Brokerage Properties,600 sq.ft,3,3,No Balcony,1 Covered Parking,"A 3 BHK Flat for sale in Matunga, Mumbai. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Matunga's most desired properties. Contact now for more information. This 3 BHK unit is on floor 9. There are 12 floors in this Read More"
3 BHK Flat,6.5 Cr,6.5,"Matunga , Matunga East, Mumbai",Matunga East,Matunga East,1650 sq.ft,1650,₹39.39 K/sq.ft,39390.0,1 Years Old,1,Higherof 23 floors,Semi Furnished,6.5 Lacs(Negotiable)Access Zero Brokerage Properties,6.5 Cr,3,2,3,2 days ago,2 Covered Parking,"This is the very beautiful Tower, with Amenities, close to VJTI college  More About This Property Best 3 BHK Flat for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Mumbai's top location, Matunga. It is siRead More"
3 BHK Flat,8.0 Cr,8.0,"Five Garden, Matunga East, Mumbai",Matunga East,Matunga East,2000 sq.ft,2000,₹40 K/sq.ft,40000.0,2 Year Old,2,Higherof 24 floors,Semi Furnished,8.0 Lacs(Negotiable)Access Zero Brokerage Properties,8.0 Cr,3,3,1,2 days ago,2 Covered Parking,This is the brand New Tower Heart of Matunga Five Garden very prime location close to VJTI college and King Circle  More About This Property One of the finest property in Matunga is now available for sale. This is a 3 BHK Flat. Make it yours now. It Read More
3 BHK Flat,4.34 Cr,4.34,"JP Decks, Dindoshi, Malad East, Mumbai",Malad East,Malad East,2120 sq.ft,2120,₹20.50 K/sq.ft,20500.0,10 Year Old,10,Middleof 39 floors,Unfurnished,JP Decks,4.4 Lacs(Negotiable)Access Zero Brokerage Properties,1700 sq.ft,3,3,1,1 Covered Parking,One of the finest property in Malad East is now available for sale. This is a 3 BHK Flat. Make it yours now. It is on floor 15. It is a 39 storeyed building. This Flat is spacious with a built-up area of 2120 square feet. The carpet area is 1700 squaRead More
3 BHK Flat,5.5 Cr,5.5,"Sunshine Infinity, Brahmnwada, Matunga East, Mumbai",Matunga East,Matunga East,2100 sq.ft,2100,₹26.19 K/sq.ft,26190.0,2 Year Old,2,Higherof 33 floors,Semi Furnished,Sunshine Infinity,5.5 Lacs(Negotiable)Access Zero Brokerage Properties,1690 sq.ft,3,3,3,2 Covered Parking,"This 3 BHK flat is located in Sunshine Infinity, which houses some of the most spacious flats in Wadala, Mumbai harbour. The flat occupies a Super built up area of 2250 sq.ft. that consists of 3 bedrooms, 4 bathrooms and 3 balconies. This flat is sitRead More"
3 BHK Flat,1.45 Cr,1.45,"Aarey Colony, Goregaon East, Mumbai",Goregaon East,Goregaon East,1800 sq.ft,1800,₹8.05 K/sq.ft,8050.000000000001,15 Year Old,15,Higherof 12 floors,Unfurnished,Crystal Isle 2,1.5 Lacs(Negotiable)Access Zero Brokerage Properties,1425 sq.ft,3,3,3,1 Covered and 1 Open Parking,"Check out this 3 BHK Flat for sale in Goregaon East, Mumbai. This 3 BHK Flat is perfect for a modern-day lifestyle. Goregaon East is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Flat for sale now. It iRead More"
3 BHK Flat,4.3 Cr,4.3,"King Circle Matunga, Brahmnwada, Matunga East, Mumbai",Matunga East,Matunga East,1250 sq.ft,1250,₹34.40 K/sq.ft,34400.0,5 Year Old,5,Middleof 13 floors,Semi Furnished,,4.3 Lacs(Negotiable)Access Zero Brokerage Properties,4.3 Cr,3,3,No Balcony,1 Covered Parking,"This is the very beautiful apartment full open view, as per vastu completed apartment  More About This Property 3 BHK Flat for sale in Mumbai. This property is in Matunga, which is a coveted investment location. This tastefully designed 3 BHK unit isRead More"
3 BHK Flat,7.75 Cr,7.75,"Five garden, Brahmnwada, Matunga East, Mumbai",Matunga East,Matunga East,2250 sq.ft,2250,₹34.44 K/sq.ft,34440.0,10 Year Old,10,Higherof 12 floors,Fully Furnished,7.8 Lacs(Negotiable)Access Zero Brokerage Properties,7.75 Cr,3,3,3,2 days ago,4 Covered Parking,"Check out this 3 bhk apartment for sale in on request, a popular residential project that houses in-Demand flats in matunga east, south mumbai. Constructed on a carpet area of 1900 sq.Ft with 500sqft beautiful terrace., the flat comprises 3 bathroomsRead More"
3 BHK Flat,6.45 Cr,6.45,"Hindu Colony, Hindu Colony, Dadar East, Mumbai",Dadar East,Dadar East,1650 sq.ft,1650,₹39.09 K/sq.ft,39090.0,1 Years Old,1,Higherof 18 floors,Semi Furnished,6.5 Lacs(Negotiable)Access Zero Brokerage Properties,6.45 Cr,3,3,2,2 days ago,2 Covered Parking,"Check out this 3 BHK apartment for sale in Hindu Colony, a popular residential project that houses in-demand flats in Hindu colony, South mumbai. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a Super built up area of Read More"
3 BHK Flat,5.5 Cr,5.5,"Near Five Garden, Matunga East, Mumbai",Matunga East,Matunga East,1890 sq.ft,1890,₹29.10 K/sq.ft,29100.0,2 Year Old,2,Higherof 28 floors,Semi Furnished,5.5 Lacs(Negotiable)Access Zero Brokerage Properties,5.5 Cr,3,3,3,2 days ago,2 Covered Parking,"This is the very close to five garden, Deck all badroom and hall, full air from all side  More About This Property Looking for a good 3 BHK Flat in Matunga, Mumbai? This property is in one of Mumbai's most popular locations. The property is on floor Read More"
3 BHK Flat,2.14 Cr,2.14,"Samarth Garden, Tembhipada, Bhandup West, Mumbai",Bhandup West,Bhandup West,890 sq.ft,890,₹24.04 K/sq.ft,24040.0,6 Year Old,6,Higherof 22 floors,Semi Furnished,2.1 LacsAccess Zero Brokerage Properties,2.14 Cr,3,No Balcony,Just now,,1 Covered Parking,"3 BHK Flat for sale in Bhandup West, Mumbai with modern-day amenities. The Flat is in Bhandup West which is a promising investment destination in Mumbai. This might be your chance to grab the best 3 BHK property for sale in Bhandup West. The propertyRead More"
3 BHK Flat,7.85 Cr,7.85,"Five garden, Brahmnwada, Matunga East, Mumbai",Matunga East,Matunga East,1650 sq.ft,1650,₹47.58 K/sq.ft,47580.0,2 Year Old,2,Higherof 23 floors,Semi Furnished,,7.8 Lacs(Negotiable)Access Zero Brokerage Properties,7.85 Cr,3,4,No Balcony,2 Covered Parking,"This is the brand New Tower
Location heart of Matunga East Five Garden  More About This Property One of the finest property in Matunga is now available for sale. This is a 3 BHK Flat. Make it yours now. It is on floor 17. It is a 23 storeyed buildingRead More"
3 BHK Flat,5.8 Cr,5.8,"Five garden, Wadala West, Wadala, Mumbai",Wadala,Wadala,2000 sq.ft,2000,₹29 K/sq.ft,29000.0,2 Year Old,2,Middleof 32 floors,Semi Furnished,5.8 Lacs(Negotiable)Access Zero Brokerage Properties,5.8 Cr,3,4,2,2 days ago,2 Covered Parking,"This is the Brand New Tower close to Five Garden Wadala
Very beautiful specious apartment with Large Balcony. With 4 washroom. More About This Property Property for sale in Wadala West, Mumbai. This 3 BHK Flat is located in Mumbai's most promising loRead More"
3 BHK Flat,7.25 Cr,7.25,"Naigaon, Dadar East, Mumbai",Dadar East,Dadar East,2000 sq.ft,2000,₹36.25 K/sq.ft,36250.0,10 Year Old,10,Higherof 10 floors,Fully Furnished,7.3 Lacs(Negotiable)Access Zero Brokerage Properties,7.25 Cr,3,4,1,2 days ago,2 Covered Parking,"This is the fully furnished apartment with 4 washroom, very prime location in Dadar East, also available beautiful open terrace 550sqft  More About This Property 3 BHK Flat for sale in Mumbai. This property is in Dadar East, which is a coveted investRead More"
3 BHK Flat,63.9 L,0.64,"Navkar City Phase I Part 9, Naigaon East, Mumbai",Naigaon East,Naigaon East,1250 sq.ft,1250,₹5.11 K/sq.ft,5110.0,unknown,unknown,unknown,,Navkar City Phase I Part 9,No ChargeAccess Zero Brokerage Properties,668 sq.ft,3,2,4,1 Open Parking,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Mumbai's top location, Naigaon East. It is situated on floor 15. The total number of floors in this Apartment is 23. The property priRead More"
3 BHK Flat,17.0 Cr,17.0,"Near by compa cola compound, BDD Chawls Worli, Worli, Mumbai",Worli,Worli,2100 sq.ft,2100,₹80.95 K/sq.ft,80950.0,20 Year Old,20,Higherof 20 floors,,17.0 LacsAccess Zero Brokerage Properties,17.0 Cr,3,2,2,2 days ago,1 Covered and 2 Open Parking,"3BHK Apartment Available for Sale in worli 
Carpet 2100
Fully Furnished Flat 
View :-
    Worli sew view 
    Premium view
Car Parking Available 

Location worli More About This Property Looking for a 3 BHK Flat for sale in Mumbai? Your search ends hRead More"
3 BHK Flat,4.25 Cr,4.25,"Arshie Complex, Versova, Andheri West, Mumbai",Andheri West,Andheri West,1632 sq.ft,1632,₹26.04 K/sq.ft,26040.0,20 Year Old,20,Higherof 14 floors,Fully Furnished,Arshie Complex,4.3 Lacs(Negotiable)Access Zero Brokerage Properties,1230 sq.ft,3,3,No Balcony,1 Covered and 1 Open Parking,3 BHK SEA VIEW EXCLUSIVE MADE SPECIOUS HIGHER FLOOR NEXT DOOR FEMOUS FLIM STAR RONIT ROY RESIDING PUNCH MARG NEAR VERSOVA BEACH ALL CELEBRIETY NEAR BY SILENT AREA ALL NECESSRY GOODS AVAILABLE NEAR BY CONNECTIVITY VERSOVA METRO STATION   More About ThRead More
3 BHK Flat,5.0 Cr,5.0,"Adani Western Heights, Bhudargarh Colony, Andheri West, Mumbai",Andheri West,Andheri West,1500 sq.ft,1500,₹33.33 K/sq.ft,33330.0,10 Year Old,10,Middleof 30 floors,Fully Furnished,Adani Western Heights,5.0 LacsAccess Zero Brokerage Properties,1166 sq.ft,3,3,3,2 Covered Parking,"This property located in four bungalow Adani western hight 3 bhk 20, floor monthly maintenance 2000  near kokila ben hospital one of the most famous tower in four bungalow with best location higher floor exclusive interior in decent rate all necessarRead More"
3 BHK Flat,2.55 Cr,2.55,"Highland Park, Andheri West, Mumbai",Andheri West,Andheri West,1200 sq.ft,1200,₹21.25 K/sq.ft,21250.0,12 Year Old,12,Lowerof 21 floors,Fully Furnished,SHIV SHIVAM TOWERS,2.5 Lacs(Negotiable)Access Zero Brokerage Properties,930 sq.ft,3,3,No Balcony,1 Covered and 1 Open Parking,3 bhk specious flat bright & breezy all balcony are south west 100% vastu complaint shiva temple inside the building stilt parking children play ground functional gym & club house meditation zone at podium level low maintenance close to 3 functional Read More
3 BHK Flat,3.4 Cr,3.4,"Vithal Kunj Apartment, Andheri West, Mumbai",Andheri West,Andheri West,1300 sq.ft,1300,₹26.15 K/sq.ft,26150.0,20 Year Old,20,Middleof 8 floors,Fully Furnished,Vithal Kunj Apartment,3.4 Lacs(Negotiable)Access Zero Brokerage Properties,1000 sq.ft,3,2,4,1 Open Parking,"vithal kunj apartment, is a sprawling luxury enclave of magnificent apartments in mumbai, elevating the contemporary lifestyle. these residential apartment in mumbai offers you the kind of life that rejuvenates you, the one that inspire you to live lRead More"
3 BHK Flat,3.7 Cr,3.7,"oshiwara ekdant, Oshiwara, Jogeshwari West, Mumbai",Jogeshwari West,Jogeshwari West,1300 sq.ft,1300,₹28.46 K/sq.ft,28460.0,15 Year Old,15,Lowerof 7 floors,Unfurnished,,3.7 Lacs(Negotiable)Access Zero Brokerage Properties,3.7 Cr,3,3,No Balcony,1 Covered and 1 Open Parking,"3 bhk specious flat in oshiwara prime location all connectivity easy available all necessry goods available nearby school, college , hospital, mall and etc walking distance  More About This Property Looking for a good 3 BHK Flat in Jogeshwari West, MRead More"
3 BHK Flat,1.5 Cr,1.5,"Royal Palms Crystal Isle Apartment, Aarey Colony, Goregaon East, Mumbai",Goregaon East,Goregaon East,1800 sq.ft,1800,₹8.33 K/sq.ft,8330.0,7 Year Old,7,Middleof 7 floors,Fully Furnished,Royal Palms Crystal Isle Apartment,2.5 Lacs(Negotiable)Access Zero Brokerage Properties,1400 sq.ft,3,3,1,1 Covered and 1 Open Parking,"1rk, 1bhk, 2bhk, 3bhk, Flat available for rent and sale
Water, Parking, Lights, Lift, Pawar backup, Gym, , Security, Maintenance staff, Etc
Royal palms is the one of best in mumbai and chip reats for ressidential and comercail we work on apointment bRead More"
3 BHK Flat,1.8 Cr,1.8,"Royal Palms Estate, Aarey Colony, Goregaon East, Mumbai",Goregaon East,Goregaon East,1800 sq.ft,1800,₹10 K/sq.ft,10000.0,10 Year Old,10,Middleof 7 floors,Fully Furnished,Royal Palms Estate,1.8 LacsAccess Zero Brokerage Properties,1260 sq.ft,3,3,1,1 Open Parking,"Best 3 BHK Flat for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Mumbai's top location, Goregaon East. It is situated on floor 4. The total number of floors in this Flat is 7. Monthly maintenance costs RRead More"
3 BHK Flat,80.0 L,0.8,"Royal Palms Estate, Aarey Colony, Goregaon East, Mumbai",Goregaon East,Goregaon East,1150 sq.ft,1150,₹6.96 K/sq.ft,6960.0,12 Year Old,12,Higherof 16 floors,Unfurnished,Royal Palms Estate,1.6 LacsAccess Zero Brokerage Properties,805 sq.ft,3,3,No Balcony,1 Open Parking,"Best 3 BHK Flat for modern-day lifestyle is now available for sale. Grab this 3 BHK property for sale in one of Mumbai's top location, Goregaon East. It is situated on floor 15. The total number of floors in this Flat is 16. Monthly maintenance costsRead More"
3 BHK Flat,2.8 Cr,2.8,"Kanakia Rainforest, Marol, Andheri East, Mumbai",Andheri East,Andheri East,1050 sq.ft,1050,₹26.67 K/sq.ft,26670.0,3 Year Old,3,Lowerof 22 floors,Semi Furnished,Kanakia Rainforest,2.8 LacsAccess Zero Brokerage Properties,927 sq.ft,3,3,No Balcony,1 Covered Parking,"It's available near about everything school college market metro station etc... More About This Property A 3 BHK Flat for sale in Andheri East, Mumbai. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Andheri East's mosRead More"
3 BHK Flat,3.6 Cr,3.6,"Sheth Vasant Oasis, Marol, Andheri East, Mumbai",Andheri East,Andheri East,1500 sq.ft,1500,₹24 K/sq.ft,24000.0,5 Year Old,5,Middleof 22 floors,Fully Furnished,Sheth Vasant Oasis,3.6 LacsAccess Zero Brokerage Properties,1187 sq.ft,3,3,1,1 Covered Parking,"It's available near about everything school college market metro station etc... More About This Property Looking for a good 3 BHK Flat in Andheri East, Mumbai? This property is in one of Mumbai's most popular locations. The property is on floor 10. TRead More"
3 BHK Flat,2.75 Cr,2.75,"Kanakia Rainforest, Marol, Andheri East, Mumbai",Andheri East,Andheri East,1050 sq.ft,1050,₹26.19 K/sq.ft,26190.0,3 Year Old,3,Middleof 15 floors,Semi Furnished,Kanakia Rainforest,2.8 LacsAccess Zero Brokerage Properties,927 sq.ft,3,3,No Balcony,1 Covered Parking,"It's available near about everything school college market metro station etc.... More About This Property 3 BHK Flat for sale in Andheri East, Mumbai - contact now, for details about the most coveted property. This 3 BHK unit is available in Andheri Read More"
3 BHK Flat,1.6 Cr,1.6,"Guru Krupa society, Sion East, Sion, Mumbai",Sion,Sion,850 sq.ft,850,₹18.82 K/sq.ft,18820.0,15 Year Old,15,Middleof 4 floors,Fully Furnished,,1.6 LacsAccess Zero Brokerage Properties,1.6 Cr,3,3,No Balcony,No Parking,"A 3 BHK Flat for sale in Sion, Mumbai. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Sion's most desired properties. Contact now for more information. This 3 BHK unit is on floor 2. There are 4 floors in this propertRead More"
